qid,question,correct_answer,model_generated_answer,model_generated_answer_text,model_comparison
4139,what was the list given to woman in the right of the image in havana?,2,1,Cuba Dissident Says He Gave Obama Songs to Listen to,0
4140,what was the message person in the right of the image sent to cuba?,2,1,"That the other voices in Cuba, we, the ones that fight for democracy and freedom, are voices that do not have support and that we are not legitimate voices in the political debate.",0
4141,what kind of dog is nelson from person in the right of the image?,1,3,pet dog,0
4142,who is accompanying person with the glasses in the image to sri lanka?,3,3,U.S. Assistant Secretary of State for South and Central Asian Affairs Nisha Biswal,1
4143,who is person in the left of the image of state for sri lanka?,0,0,Tom Malinowski,1
4144,who is the head of council of europe and person with the black suit in the image of the eu?,3,1,Eyvindr √ûorsteinsson,0
4145,where did haley clinton speak to person in the left of the image in florida?,3,2,"South High School in Pueblo, Colorado",0
4146,where did hilary clinton speak to person in the left of the image of the audience?,3,0,"South High School in Pueblo, Colorado",0
4147,where is woman in the left of the image speaking in colorado?,1,0,"at Lincoln High School in Denver, Colorado",0
4148,where is person in the left of the image speaking in colorado?,0,1,"at Lincoln High School in Denver, Colorado",0
4149,who nominated person in the right of the image to the supreme court?,3,0,President James Buchannan,0
4150,who nominated person in the right of the image to the supreme court?,1,2,President James Buchannan,0
4151,who did person in the right of the image nominate for the supreme court justice?,0,2,Samuel Alito,0
4152,where do woman in the right of the image fight the soviets in iraq?,0,0,Snuny,1
4153,what role did farage have as woman in the image in britain?,3,0,a member of the House of Lords.,0
4154,who is the candidate woman in the image is backing for president in france?,0,1,Marine LaPen,0
4155,who did person in the image get in touch with during the election campaign?,2,2,Stephen Bannon,1
4156,how did woman in the image get to the trump tower?,1,2,"a happy accident. He said he traveled from Florida to London to congratulate his friends on the Trump team ‚Äî to take them out for a drink _ and mentioned that he'd like to congratulate Trump in person. The next thing he knew, Farage says, he was taking a golden elevator to the Trump Tower penthouse for an extended meeting with the president-elect.",0
4157,where was man in the right of the image when she was burned by napalm?,1,1,South Vietnam,1
4158,who was person in the center of the image of the islamic state?,3,1,Abdel-Karim al-Joulani,0
4159,who was the finance minister killed by person in the center of the image?,3,1,"U.S. forces have killed Osama bin Laden, the mastermind behind the September 11 terrorist attacks.",0
4160,who was the finance minister killed by woman with the glasses in the image?,3,0,"U.S. forces have killed Abd ar-Rahman Mustafa al-Qaduli, an Islamic State religious leader also responsible for the terrorist group's external affairs.",0
4161,who was the finance minister killed by person with the glasses in the image?,0,2,Osama bin Laden,0
4162,what caused the water crisis in flint michigan that affected person in the right of the image for years?,2,2,water quality regulations that he said are too complex,1
4163,person in the image to afghan leader in april 2016?,3,3,Sartaj Aziz,1
4164,who is running for president in moldova with person in the image?,0,0,Igor Dodon,1
4165,who is running for president in moldova as person in the image?,3,3,Maia Sandu,1
4166,who is running for person in the image of the republic of moldova?,2,1,Sorin Dodon,0
4167,how did man in the image not run for president in zambia?,3,3,both parents of presidential candidates are Zambian ‚Äúby birth or descent.‚Äù,1
4168,who is the president of zambia as man in the image?,0,3,Idriss D√©by,0
4169,who is the vice president of man in the image after sata died?,1,1,Guy Scott,1
4170,who is the president of zambia when man in the image was president?,2,1,Chiluba,0
4171,who is woman in the center of the image who is fighting against turkey?,3,1,Recep Tayyip Erdoƒüan,0
4172,where did woman in the center of the image take control of in 2015?,3,2,Tikrit,0
4173,where did man with the white dress in the image visit during his first trip to the communist country?,1,1,Cuba,1
4174,who did man in the left of the image buy a t-shirt from?,3,3,Idania Del Rio,1
4175,who is backing man in the image for president of the united states of america?,1,1,Bob Dole,1
4176,who is running against man in the image in the nevada caucus?,0,3,Ted Cruz,0
4177,who is backing man in the image for president in nevada?,0,0,Bob Dole,1
4178,who is running against man in the image for president?,0,0,Hillary Clinton,1
4179,who is running against person in the image in the 2016 presidential election?,3,2,Sarah Palin,0
4180,why is person with the blue coat in the image building a bridge across the black sea?,2,1,to connect Russia to Europe,0
4181,who is building the bridge that person in the right of the image of russia wants to build in sima?,3,0,Pyotr Fyodorovich Tolstoy,0
4182,who is person in the left of the image for the supreme court justice?,2,1,Justice Elena Kagan,0
4183,who is the us senate's choice for man in the left of the image?,1,0,Nancy Pelosi,0
4184,when did person in the right of the image say he saved the us from a great depression?,0,1,2013 and 2014,0
4185,when did person in the right of the image sign the health care act?,3,1,2012,0
4186,who was banned from dating app tinder for sending messages about man in the right of the image?,2,3,Julian Gedrich,0
4187,who was banned from tinder for sending messages man in the right of the image?,0,3,Four Women Banned for Using Tinder to Spam Pro-Sanders Messages,0
4188,what is the importance of the minsk agreement according to person in the image?,2,3,having a federal system of government in Ukraine,0
4189,where is person in the right of the image located in beirut?,3,2,north Beirut,0
4190,where does man in the right of the image amal from in the yamout project live?,3,1,Roumieh,0
4191,where did person in the right of the image and nancy live before roumieh?,2,1,Roumieh,0
4192,where do person in the right of the image work in lebanon on the issue of radicalization?,0,2,Zahle prison,0
4193,who are the two women who work at roumieh prison and what do man in the right of the image do?,3,3,Nancy and Maya Yamout,1
4194,where do person in the right of the image interview the inmates in iraq prison?,0,2,"Roumieh’s Block B, exclusively home to the prison's 680 murderers",0
4195,what do person in the right of the image do to prevent radicalization in lebanon?,2,3,providing financial assistance to families in vulnerable communities crucial,0
4196,who is person in the left of the image for president of indiana?,2,2,Governor Mike Pence,1
