qid,gt_ans,pred_ans_blip,correctness_blip
4601,by the end of 2018,by the end of 2020,0
4602,Iraq,Iraq,1
4603,Jens Stoltenberg,Christopher Stoltenberg,0
4604,Jens Stoltenberg,Andrew Stoltenberg,0
4605,Ali Haider Gilani,Hamid Karzai,0
4606,HarvestPlus founder Howarth Bouis,Food founder Howarth Bouis,0
4607,Jan Low,Jimmy Carter,0
4608,Ghana,Zimbabwe,0
4609,allegedly involved in the cover up of his son's death in a speeding Ferrari. The incident scandalized China partly because two scantily clad women were passengers in the car. One was injured and the other reportedly died months later.,"allegedly involved in the cover up of his son's death in a speeding Ferrari. The incident scandalized China partly because two scantily clad women were passengers in the car. However, both women survived the crash.",0
4610,Christian faith,Christian faith,1
4611,Christian faith,Christian faith,1
4612,Christian faith,Christian faith,1
4613,Haqqani network,ISIS,0
4614,Anthony Weiner,George Washington,0
4615,Hillary Clinton,Hillary Clinton,1
4616,Hillary Rodham Clinton,Barack Obama,0
4617,Hillary Rodham Clinton,Donald Trump,0
4618,Huma Abedin,Bill Clinton,0
4619,Anthony Weiner,John Kerry,0
4620,Huma Abedin,Chelsea Clinton,0
4621,Huma Abedin,Sean Spicer,0
4622,former Florida governor Jeb Bush.,Texas governor Rick Perry.,0
4623,Can Dundar,Can Ankara,0
4624,Turkey,Turkey,1
4625,Donald Trump,Barack Obama,0
4626,Peter Navarro,John Bolton,0
4627,Prayut Chan-ocha,Prayut Chang-ocha,0
4628,Utah Warns of Porn as ‘Public Health Crisis',Arizona Warns of Porn as ‘Public Health Crisis',0
4629,Utah Warns of Porn as ‘Public Health Crisis',Utah Warns of Porn as ‘Public Health Crisis',1
4630,Manuel Valls,Manuel Valls,1
4631,Manuel Valls,Emmanuel Macron,0
4632,Manuel Valls,Emmanuel Macron,0
4633,Broader Upheaval in Western Politics,Public scandal,0
4634,Manuel Valls,Manuel Valls,1
4635,Manuel Valls,Manuel Valls,1
4636,"Mohammed bin Nayef, left,","Hussein bin Talal, left",0
4637,13-May-15,13-May-15,1
4638,Pavel Karpov,Bill Gates,0
4639,Vladimir Putin,Barack Obama,0
4640,former Russian Interior Ministry investigator Pavel KarpOV.,former Russian president Vladimir Putin.,0
4641,Hassan Ayariga,Kofi Annan,0
4642,Hassan Ayariga,John Ayariga,0
4643,Hassan Ayariga,Kofi Annan,0
4644,an Iranian Kurd,an Iranian Kurd,1
4645,30 kilometers from Mosul,30 kilometers from Baghdad,0
4646,Bashiqa,Bashirqa,0
4647,30 kilometers from Mosul,30 kilometers from Mosul,1
4648,Jada Pinkett Smith,Viola Davis ,0
4649,"Nov. 18, 2016. (L. Bryant/VOA)","Nov. 18, 2015. (L. Bryant/VOA)",0
4650,Omar,Omar,1
4651,the spring of 2014,the fall of 2014,0
4652,Guled Ali Omar,Guled Ali Omar,1
4653,Guled Ali Omar,Guled Ali Omar,1
4654,Omar,Omar,1
4655,Guled Ali Omar,Guled Ali Omar,1
4656,Daud,Faud,0
4657,Guled Ali Omar,Guled Ali Omar,1
4658,Omar,Omar,1
4659,outside Trump Tower in New York,in the White House,0
4660,"Nov. 9, 2016","Nov. 11, 2016",0
4661,Xi Jinping,Xi Jinping,1
4662,Wang Xiuzhen,Wang Xizhen,0
4663,Wang Xiuzhen,Wang Xiufen,0
4664,Wang Xiuzhen,Wang Xiuzen,0
4665,1877,1897,0
4666,Democrat Hillary Clinton,Republican Mitt Romney,0
4667,"Nov. 10, 2016","Jan. 10, 2016",0
4668,2012,2012,1
4669,27 percent,37 percent,0
4670,27 percent,17 percent,0
4671,2016,2015,0
4672,2016,2016,1
4673,Green Party candidate Jill Stein,Independent candidate Jill Stein,0
4674,L. Londell McMillan,Barack Obama,0
4675,15-Apr,15-Apr,1
4676,Michael Jackson,Michael Jackson,1
4677,Lundeg Purevsuren,Wang Yi,0
4678,Barack Obama,Barack Obama,1
4679,Barack Obama,Barack Obama,1
4680,Detroit Economic Club,Chicago Economic Club,0
4681,Wednesday,Tuesday,0
4682,1978,1980,0
4683,crimes against humanity,genocide,0
4684,nine individual Westerners,four individual Westerners,0
4685,"attacks of Sept. 11, 2001,",patriotic duty,0
4686,New York City,Los Angeles,0
4687,"New York City with 21 anti-Muslim hate crimes this year through early September, up from 10 in 2014; Washington, D.C., with two compared to three in 2015","Los Angeles with 21 anti-Muslim hate crimes this year through early September, up from 10 in 2014; Washington, D.C., with two compared to three in 2015.",0
4688,"Dec. 7, 2015","Dec. 5, 2015",0
4689,"a combination of prejudice, terrorism and political vitriol","a combination of racism, sexism and homophobia",0
4690,"attacks of Sept. 11, 2001,","attacks of Sept. 11, 1999,",0
4691,Manunga,Magnesium,0
4692,180-day provisional suspension,losing one's kenya athletics license,0
4693,Francisca Koki manunga,Paula Radcliffe,0
4694,Hillary Clinton,Hillary Clinton,1
4695,Thursday,Thursday,1
4696,Venezuela Opposition Withdraws from Meeting with Government Officials,he is not a member of the opposition,0
4697,autism spectrum disorder (ASD,down syndrome,0
4698,repetitive behaviors and social problems,different genders,0
4699,repetitive behaviors and social problems,social and communication problems,0
4700,Ernie Merlan,Ernie Merlin,0
4701,Ernie Merlan,Ernie Martian,0
4702,Ernie Merlan,Ernie Martian,0
4703,Photoshop,Photoshop,1
4704,autism spectrum disorder,schizophrenia,0
4705,Donald F. McGahn,Nancy Pelosi,0
4706,Donald F. McGahn,Nancy Pelosi,0
4707,former New York City Mayor Rudolph Giuliani,former Chicago Mayor Rahm Emanuel,0
4708,former New York City Mayor Rudolph Giuliani,former Chicago Mayor Rahm Emanuel,0
4709,former New York City Mayor Rudolph Giuliani,former Chicago Mayor Rahm Emanuel,0
4710,former New York City Mayor Rudolph Giuliani,former New York City Mayor Michael Bloomberg,0
4711,Donald F. McGahn,Ethel Kennedy,0
4712,Kathleen Troia “KT” McFarland,Sean Spicer,0
4713,Kathleen Troia “KT” McFarland,Samantha McFarland,0
4714,former New York City Mayor Rudolph Giuliani,former New York City Mayor Michael Bloomberg,0
4715,former New York City Mayor Rudolph Giuliani,current Secretary of State John Kerry,0
4716,"Donald McGahn, President-elect Donald Trump's pick for White House counsel, leaves after a meeting of Trump's national finance team at the Four Seasons Hotel in New York City, June 9, 2016.","Michael Cohen, President-elect Donald Trump's lawyer, leaves after a meeting of Trump's national finance team at the Four Seasons Hotel in New York City, June 9, 2016.",0
4717,Spain,France,0
4718,Alexander Alexandrov,Alexander Petrov,0
4719,Alexander Alexandrov,Michael Brown,0
4720,Alexander Alexandrov,Maximize LLC,0
4721,Alexander Alexandrov,Alexander Ross,0
4722,Alexander Alexandrov,Alexander Frost,0
4723,Alexander Alexandrov,Alexander Alexandrov,1
4724,Alexander Alexandrov,Boris Borisov,0
4725,Alexander Alexandrov,Alexander Antonov,0
4726,south of the capital Kyiv,south of the capital Kyiv,1
4727,south of the capital Kyiv,south of the capital Kyiv,1
4728,south of the capital Kyiv,south of the capital Kyiv,1
4729,Alexander Alexandrov,Alexander Petrov,0
4730,Alexander Alexandrov,Alexander Petrov,0
4731,Muhajir,Taujir,0
4732,Ted Cruz,Joe Biden,0
4733,Ted Cruz,Ted Cruz,1
4734,Friday,Sunday,0
4735,Rosario Murillo,Miguel Martinez,0
4736,Rosario Murillo,Miguel Martinez,0
4737,Rosario Murillo,Rosario Murillo,1
4738,a magazine report that he had accepted money in exchange for political favors.,a magazine report that he was caught taking kickbacks.,0
4739,economic development,economic development,1
4740,pragmatic economic policies,protectionist economic policies,0
4741,Donald Trump,Hillary Clinton,0
4742,Hillary Clinton,Hillary Clinton,1
4743,"Vice President Joe Biden campaigned in Biden's hometown of Scranton, Pennsylvania where they both questioned Trump's temperament, intellect, and qualifications for entering the White House",The woman is not a politician.,0
4744,Prime Minister Narendra Modi of India,President Xi Jinping of China,0
4745,"Indian prime minister Narendra Modi, right, shakes hand with Afghan President Ashraf Ghani, before a meeting in New Delhi, India, Wednesday, Sept. 14, 2016.",Indian president Narendra Modi congratulates Afghan President Ashraf Ghani on his election win.,0
4746,Trump,Obama,0
4747,July,August,0
4748,July,September,0
4749,Democratic Progressive Party (DPP) Chairperson and presidential candidate Tsai Ing-wen,People's Republic of China Chairman and President Xi Jinping,0
4750,Democratic Progressive Party (DPP) Chairperson and presidential candidate Tsai Ing-wen,People's Party (PP) Chairperson and presidential candidate Wong Chen,0
4751,56 percent,76 percent,0
4752,Ukrainska Pravda,CNN,0
4753,Leogane,Lagon,0
4754,"Bolivian civil aviation authority has indefinitely suspended LaMia's airline operating permits after its airplane carrying a Brazilian soccer team crashed this week near Medellin, Colombia, killing 71 people.","LaMia's airplane carrying a Brazilian soccer team crashed this week near Medellin, Colombia, killing 71 people.",0
4755,a new Assembly of Experts,a new Assembly of Experts,1
4756,"Sen. Ted Cruz, R-Texas","Sen. Rand Paul, R-Kentucky",0
4757,Ted Cruz,Donald Trump,0
4758,Ted Cruz,Donald Trump,0
4759,John Kasich,Joe Walsh,0
4760,"Sen. Ted Cruz, R-Texas","Sen. Rand Paul, R-Kentucky",0
4761,"Sen. Ted Cruz, R-Texas","Sen. Rand Paul, R-Kentucky",0
4762,2007,2007,1
4763,threatened to abandon our most loyal allies.,threatened to abandon our weakest allies.,0
4764,"at the Democratic National Convention in Philadelphia, July 28, 2016.","at the Republican National Convention in Philadelphia, July 28, 2016.",0
4765,26-Jul-16,24-Jul-16,0
4766,26-Jul-16,24-Jul-16,0
4767,26-Jul-16,24-Jul-16,0
4768,a 19-year-old,a 19-year-old,1
4769,Bernie Sanders,Hillary Clinton,0
4770,James Comey,Bill Clinton,0
4771,almost five hours,almost three hours,0
4772,833,834,0
4773,Dallas Mayor Rawlings,Dallas Mayor Jones,0
4774,Dallas Mayor Rawlings,Dallas Mayor Smith,0
4775,Dallas Mayor Rawlings,President Trump,0
4776,behind a brick wall,behind a brick wall,1
4777,Dallas Mayor Rawlings,Boston Mayor Walsh,0
4778,no vacancy for the job,he is not qualified,0
4779,no vacancy for the job,he is not qualified,0
4780,no vacancy for the job,he is not qualified,0
4781,Japanese Prime Minister Shinzo Abe,Chinese President Xi Jinping,0
4782,Japanese Prime Minister Shinzo Abe,Chinese President Xi Jinping,0
4783,Japanese Prime Minister Shinzo Abe,Chinese President Xi Jinping,0
4784,human trafficking,human smuggling,0
4785,human trafficking,human capital,0
4786,Marseille,Paris,0
4787,Russian Foreign Minister Sergei Lavrov,US Secretary of State John Kerry,0
4788,Utah Women and Education Initiative,Utah Women and Education Initiative,1
4789,inspiring the next generation of female leaders,no role in leadership,0
4790,Susan Madsen,Susan Madsen,1
4791,early May,early June,0
4792,Salva Kiir and his former vice president and rebel leader Riek Machar failed to form a unity transitional government Saturday,Salva Kiir and his former vice president and rebel leader Riek Machar failed to form a unity transitional government Saturday,1
4793,the ruling Patriotic Party,the independent Green Party,0
4794,Hakainde Hichilema,Guy Scott,0
4795,Hakainde Hichilema,Guy Scott,0
4796,current Argentine President Mauricio Macri,current Argentine President Mauricio Macri,1
4797,"U.S. airmen stationed at the Al-Dhafra Air Base near the United Arab Emirates capital of Abu Dhabi, as drones taxied down the runway.","British airmen stationed at the Al-Dhafra Air Base near the United Arab Emirates capital of Abu Dhabi, as drones taxied down the runway.",0
4798,Valery Gergiev,Vladimir Putin,0
4799,Valery Gergiev,Daniil Trifonov,0
4800,Aun San Suu Kyi,Aun San Suu Kyi,1
4801,Aung San Suu Kyi,Hillary Clinton,0
4802,Aun San Suu Kyi,Aun San Suu Kyi,1
4803,urged a lifting of U.S. sanctions,urged a lifting of U.S. sanctions,1
4804,Aun San Suu Kyi,Aun San Suu Kyi,1
4805,at least 150,At least 200,0
4806,James Mattis,John Bolton,0
4807,"Fayetteville, North Carolina","Fayetteville, Georgia",0
4808,"13, 2016","14, 2016",0
4809,"4, 2016","2, 2016",0
4810,January,January,1
4811,publisher Gui Minhai,programmer Gui Minhai,0
4812,Senate President Isabel Allende,Governor Janet Mills,0
4813,Senate President Isabel Allende,Governor Janet Mills,0
4814,Senate President Isabel Allende,House Speaker Nancy Pelosi,0
4815,Michelle Bachelet,James Corden,0
4816,more than 10 years ago,sometime last year,0
4817,Hall,Wall,0
4818,Hall,Wall,0
4819,Saturday,Sunday,0
4820,Barkha Dutt,Sanjay Dutt,0
4821,Florida,Florida,1
4822,Friday,Thursday,0
4823,Moise Katumbi,Moise Katumbi,1
4824,June,June,1
4825,Edem Kodjo,Nelson Mandela,0
4826,Canfield Fair,Disneyland,0
4827,Hillary Clinton,Hillary Clinton,1
4828,Hillary Clinton,Hillary Clinton,1
4829,Donald Trump,Donald Trump,1
4830,"Mexican President Enrique Pena Nieto, in which immigration was a major topic,","Mexican President Enrique Pena Nieto, in which immigration was not discussed.",0
4831,Hillary Clinton,Hillary Clinton,1
4832,"Cleveland Hopkins International Airport in Cleveland, Ohio, Sept. 5, 2016","Newark Liberty International Airport in Newark, NJ, Sept. 5, 2016",0
4833,Mexican President Enrique Pena Nieto,Mexican President Vicente Fox,0
4834,a man in a sports utility vehicle,a man in a car,0
4835,Sgt. Hameed Armani,Cpl. John Doe,0
4836,"April 29, 2016. (J. Patinkin/VOA)","April 29, 2016. (J. Patinkin/VOA)",1
4837,Riek Machar,Salva Kiir,0
4838,28,30,0
4839,"First Vice President Riek Machar, a member of the Nuer tribe","First Vice President Riek Machar, a member of the Dinka tribe",0
4840,the road,the way,0
4841,the road,the Mountains,0
4842,the road,the sea,0
4843,banjos,banjos,1
4844,American Country Music,American Country Music,1
4845,three years,one year,0
4846,banjos,electric guitars,0
4847,Donald Trump,Donald Trump,1
4848,"the president-elect himself, who has scant knowledge about Putin.","the president of russia, who has scant knowledge about Putin.",0
4849,Van Der Bellen,Fischer,0
4850,"Far right candidate Norbert Hofer hugs his daughter after his election defeat Sunday, Vienna, Austria, Dec. 4, 2016. (L. Ramirez/VIA)","Far right candidate Norbert Hofer hugs his daughter after his election victory Sunday, Vienna, Austria, Dec. 4, 2016. (L. Ramirez/VIA)",0
4851,Israeli Prime Minister Binyamin Netanyahu,Egyptian President Hosni Mubarak,0
4852,next week,next week,1
4853,Israel Beitenu,National Union,0
4854,"Major Lazer Featuring Justin Bieber & MO ""Cold Water""","Adele ""Hello""",0
4855,self-defense,to make money,0
4856,Ross,David,0
4857,protecting U.S. workers and challenging years of globalization that has primarily benefited multinational corporations,focusing on domestic issues and concerns,0
4858,7-Apr,6-Apr,0
4859,7-Apr,6-Apr,0
4860,"Feyisa Lilesa of Ethiopia and bronze medalist Galen Rupp of USA, Rio de Janeiro, Brazil","Hailu Mekonnen of Ethiopia and silver medalist Dennis Kimetto of Kenya, Tokyo, Japan",0
4861,Fayisa Lilesa,Sammy Wanjiru,0
4862,"Feyisa Lilesa of Ethiopia and bronze medalist Galen Rupp of USA, Rio de Janeiro, Brazil","Feyisa Lilesa of Ethiopia and bronze medalist Galen Rupp of Canada, Rio de Janeiro, Brazil",0
4863,45 percent,45 percent,1
4864,"next Monday's party caucuses in Iowa,",Monday's party caucuses in Pennsylvania,0
4865,Iowa,Indiana,0
4866,Clinton,Clinton,1
4867,Clinton,Clinton,1
4868,Clinton,Clinton,1
4869,Clinton,Clinton,1
4870,"Friday, Jan. 16, 2015","Friday, Jan. 16, 2015",1
4871,Hillary Clinton,Donald Trump,0
4872,North Korean leader Kim Jong Un,North Korean leader Kim Jong Un,1
4873,nylon strings,nylon strings,1
4874,the financial crisis,the financial crisis,1
4875,nylon strings,nylon strings,1
4876,flex its power in Asia,flex its power in Asia,1
4877,Amama Mbabazi,Amama Mbabazi,1
4878,Donald Trump,Barack Obama,0
4879,Donald Trump,Donald Trump,1
4880,midtown Manhattan in New York City,Times Square in New York City,0
